time,open,high,low,close,volume
2024-02-27,232.86,235.38,232.25,235.38,91991000
2024-02-28,235.39,236.52,234.07,235.16,90543200
2024-02-29,235.16,236.35,233.78,235.46,95396800
2024-03-01,235.45,236.66,235.33,236.43,104198300
2024-03-04,236.6,238.86,235.7,237.38,104178400
2024-03-05,237.37,238.02,234.88,237.35,80257200
2024-03-06,236.93,237.93,233.96,235.45,105897800
2024-03-07,233.51,237.66,233.39,237.37,143579400
2024-03-08,237.38,239.0,235.81,236.32,127805300
2024-03-11,236.24,237.12,233.11,233.84,92170000
2024-03-12,233.85,234.87,233.45,234.03,75695300
2024-03-13,234.14,238.22,232.0,238.2,107339900
2024-03-14,237.85,241.01,237.85,239.68,162799000
2024-03-15,239.42,241.07,237.95,239.54,106988500
2024-03-18,239.31,241.14,232.77,236.68,181918100
2024-03-19,236.68,238.39,235.35,236.16,82578800
2024-03-20,236.17,238.03,235.28,238.03,75715100
2024-03-21,238.03,241.22,237.51,241.14,162768400
2024-03-22,241.21,243.59,240.54,241.68,119614100
2024-03-25,241.68,243.75,239.75,240.81,128452400
2024-03-26,240.47,242.03,237.91,242.03,82720100
2024-03-27,242.05,243.89,241.61,242.85,77853600
2024-03-28,242.83,244.34,242.69,243.92,83648200
2024-03-29,243.93,244.43,242.58,242.58,76128100
2024-04-01,242.53,243.38,240.79,242.9,96767900
2024-04-02,242.32,245.91,241.19,245.9,121104700
2024-04-03,245.9,246.85,243.36,243.96,119437600
2024-04-04,243.97,244.16,241.51,242.44,99164800
2024-04-05,242.33,242.72,239.68,239.68,126655900
2024-04-08,239.68,240.29,238.08,238.08,79482100
2024-04-09,238.08,240.36,237.74,240.36,79308800
2024-04-10,240.36,240.94,238.5,238.79,56588200
2024-04-11,238.39,239.36,236.9,239.07,75084900
2024-04-12,239.07,241.34,238.51,241.34,75692000
2024-04-15,241.34,242.24,229.71,229.71,163264000
2024-04-16,229.71,230.18,224.42,228.83,134870800
2024-04-17,228.83,230.1,225.8,226.2,79632700
2024-04-19,225.11,226.2,218.88,220.8,127430200
2024-04-22,221.48,225.84,221.05,225.31,75054400
2024-04-23,224.41,225.64,221.12,222.63,67978000
2024-04-24,222.63,228.04,219.45,227.87,80523500
2024-04-25,227.94,228.1,225.84,227.57,55023100
2024-04-26,227.57,228.11,225.88,226.82,60371900
2024-05-02,226.83,227.51,225.67,227.49,47157600
2024-05-03,227.44,229.17,227.22,228.22,55505200
2024-05-06,228.23,232.32,228.23,232.29,79613900
2024-05-07,232.33,232.98,231.57,232.96,69268200
2024-05-08,230.84,234.87,230.84,234.52,100331500
2024-05-09,234.46,236.33,234.15,234.58,81519000
2024-05-10,234.53,235.86,233.02,235.68,89215600
2024-05-13,235.68,237.18,234.82,236.36,76975200
2024-05-14,236.42,238.04,236.08,236.95,83070300
2024-05-15,237.08,239.62,237.06,238.78,114837000
2024-05-16,238.86,241.16,238.86,240.02,99755500
2024-05-17,240.02,241.55,240.0,241.54,99349300
2024-05-20,242.23,244.48,242.13,242.57,100241000
2024-05-21,241.48,243.29,238.55,243.29,107697000
2024-05-22,241.11,246.23,240.99,245.15,135232900
2024-05-23,245.02,246.92,244.19,246.91,101924300
2024-05-24,246.95,246.95,238.9,241.72,146437300
2024-05-27,239.66,243.12,239.65,242.83,64839600
2024-05-28,242.83,245.64,241.37,245.58,77542700
2024-05-29,245.24,247.18,243.41,244.15,94001000
2024-05-30,243.74,244.22,239.96,244.01,136837500
2024-05-31,244.01,244.57,242.62,243.09,74852400
2024-06-03,242.82,245.09,242.82,244.72,99120400
2024-06-04,244.67,245.81,243.96,244.32,82021300
2024-06-05,244.33,246.02,244.09,244.49,88695400
2024-06-06,244.03,245.53,243.26,244.18,63352000
2024-06-07,244.18,245.49,243.95,244.99,75865800
2024-06-10,244.01,246.53,243.64,245.58,77542400
2024-06-11,245.58,247.07,244.18,246.41,86955500
2024-06-12,245.03,248.31,244.56,248.31,76681200
2024-06-13,246.71,249.53,246.65,248.36,73710000
2024-06-14,248.36,249.07,243.97,243.97,105893300
2024-06-17,243.95,245.3,242.57,243.16,68204900
2024-06-18,241.1,244.71,241.1,244.43,51941300
2024-06-19,244.38,245.02,242.6,243.57,57862700
2024-06-20,243.34,245.01,241.94,243.97,66545500
2024-06-21,243.85,245.32,243.62,244.36,70937100
2024-06-24,242.3,245.36,238.16,239.74,109851000
2024-06-25,239.34,240.79,236.75,240.19,45959100
2024-06-26,239.45,240.47,237.78,239.68,47876700
2024-06-27,238.99,240.11,238.07,240.07,46615600
2024-06-28,240.05,240.27,236.51,237.59,66381900
2024-07-01,237.36,238.57,235.88,238.56,47959400
2024-07-02,238.22,240.92,237.74,240.8,40052000
2024-07-03,240.53,241.9,237.53,241.43,42603700
2024-07-04,241.42,242.78,241.02,241.88,45036700
2024-07-05,242.02,242.44,240.32,242.31,58031500
2024-07-08,242.19,243.86,241.79,243.15,60759200
2024-07-09,243.04,245.83,242.87,245.66,66725300
2024-07-10,244.29,246.45,244.06,244.54,57472300
2024-07-11,242.59,246.54,242.59,245.39,62565600
2024-07-12,245.34,246.16,243.94,245.02,51232900
2024-07-15,244.22,245.86,243.24,244.84,50461200
2024-07-16,244.1,246.37,241.12,244.91,58936700
2024-07-17,244.91,246.22,238.37,240.9,87811700
2024-07-18,240.9,242.49,239.02,242.49,50063100
2024-07-19,242.48,242.79,239.35,240.52,63423200
2024-07-22,240.52,240.75,236.17,238.38,80324100
2024-07-23,238.38,239.03,234.59,234.6,50771700
2024-07-24,234.37,236.17,231.48,236.17,57637800
2024-07-25,236.23,236.34,234.04,235.25,34558000
2024-07-26,234.53,236.66,234.2,236.66,32777400
2024-07-29,236.66,238.49,236.64,237.52,44557000
2024-07-30,237.28,238.14,234.53,235.87,54239900
2024-07-31,235.87,236.9,234.06,235.36,45488200
2024-08-01,235.22,236.06,227.99,229.23,95567800
2024-08-02,228.77,231.71,226.16,231.56,56487200
2024-08-05,231.56,231.56,221.33,222.71,82649000
2024-08-06,222.71,226.54,221.59,226.46,57425500
2024-08-07,225.96,228.05,224.99,227.95,38520800
2024-08-08,226.47,229.26,225.99,226.73,51375800
2024-08-09,226.73,229.41,226.26,229.38,50126400
2024-08-12,228.02,230.77,228.0,230.77,39341200
2024-08-13,230.53,231.16,228.71,230.18,42302900
2024-08-14,229.04,231.65,228.22,229.68,38082300
2024-08-15,229.67,229.93,227.08,228.54,35969500
2024-08-16,227.2,235.18,226.68,235.15,86909100
2024-08-19,234.84,236.65,233.55,236.01,52914300
2024-08-20,235.83,237.96,233.89,237.31,68186200
2024-08-21,236.41,238.42,236.38,238.42,57139700
2024-08-22,237.46,239.0,235.63,238.47,59039900
2024-08-23,240.29,240.29,237.01,240.07,64918200
2024-08-26,240.3,241.8,238.83,238.97,55497200
2024-08-27,238.02,239.53,235.88,238.91,44578900
2024-08-28,237.5,239.24,236.67,238.23,54070900
2024-08-29,237.93,238.74,234.52,237.88,33581600
2024-08-30,237.87,238.43,236.68,237.56,48410400
2024-09-04,237.58,237.58,235.09,236.14,48540800
2024-09-05,236.14,237.1,234.08,234.96,42984800
2024-09-06,234.95,235.06,232.25,234.65,43746900
2024-09-09,234.49,234.76,232.45,233.46,52094000
2024-09-10,232.56,234.5,230.85,231.69,51397400
2024-09-11,231.6,231.92,229.78,231.45,38584900
2024-09-12,231.11,232.83,229.41,231.9,34369500
2024-09-13,231.01,232.61,228.84,232.42,43453600
2024-09-16,232.42,232.97,230.15,230.84,39487000
2024-09-17,229.59,232.4,229.05,232.3,45035000
2024-09-18,232.3,233.67,229.66,232.95,57261900
2024-09-19,230.98,233.78,229.27,233.77,42418800
2024-09-20,233.77,235.7,233.13,234.3,57076300
2024-09-23,234.31,234.74,233.13,233.38,41373000
2024-09-24,233.41,234.34,232.76,234.32,40314400
2024-09-25,232.61,236.17,231.77,235.84,71630900
2024-09-26,235.49,236.42,234.04,235.92,51304700
2024-09-27,236.05,237.18,235.23,235.71,64727900
2024-09-30,235.66,236.02,234.33,234.91,52650900
2024-10-01,234.86,237.45,234.53,236.05,78389500
2024-10-02,236.05,236.19,234.29,235.05,53645500
2024-10-03,235.04,235.82,232.44,233.35,70043500
2024-10-04,233.35,234.03,232.56,232.67,52066600
2024-10-07,232.66,233.9,230.92,232.47,40503400
2024-10-08,231.62,233.23,229.46,231.52,65332600
2024-10-09,231.53,232.33,230.52,231.77,41752000
2024-10-10,231.17,232.87,229.16,231.29,43510700
2024-10-11,231.29,231.77,230.75,231.37,40022700
2024-10-14,231.24,232.45,230.38,230.72,38405900
2024-10-15,230.72,231.47,228.45,228.95,50967300
2024-10-16,228.83,229.37,227.84,228.26,33526700
2024-10-17,226.89,230.12,226.55,230.12,50091700
2024-10-18,228.41,230.69,227.04,229.21,34792300
2024-10-21,228.49,229.37,227.24,227.43,42138000
2024-10-22,227.25,227.84,224.82,225.5,52812000
2024-10-23,225.2,226.51,224.71,226.5,40064900
2024-10-24,225.61,227.04,224.13,224.69,34605200
2024-10-25,224.69,225.48,224.12,224.63,36270600
2024-10-28,223.94,225.21,222.73,224.59,35406400
2024-10-29,224.59,226.06,224.25,225.56,37139600
2024-10-30,225.22,226.57,224.63,225.88,40530500
2024-10-31,225.99,226.81,224.62,226.36,35990900
2024-11-01,226.35,226.39,224.56,225.41,38209700
2024-11-04,225.41,225.43,223.4,224.45,36103200
2024-11-05,224.37,224.98,224.18,224.86,26642400
2024-11-06,223.71,227.87,223.71,227.76,41196300
2024-11-07,226.92,228.72,226.92,227.49,40584000
2024-11-08,227.46,228.13,226.35,226.88,44620100
2024-11-11,226.77,227.26,225.89,226.86,49557300
2024-11-12,226.86,228.13,225.88,226.69,38520700
2024-11-13,226.69,226.69,224.49,226.21,41356500
2024-11-14,226.11,226.71,223.67,223.82,45265500
2024-11-15,223.82,224.03,220.72,221.53,61081000
2024-11-18,220.39,222.05,219.15,221.79,53031200
2024-11-19,221.67,222.35,219.41,219.68,32318300
2024-11-20,219.19,222.4,216.77,221.29,51819300
2024-11-21,220.97,222.03,219.61,221.76,25538600
2024-11-22,221.65,222.25,220.65,221.29,44153000
2024-11-25,221.29,222.53,220.17,222.25,34673000
2024-11-26,222.14,224.18,221.33,223.7,43701600
2024-11-27,223.46,224.09,220.13,223.09,30821200
2024-11-28,221.6,224.56,221.6,223.57,31539000
2024-11-29,223.2,224.65,223.2,224.64,43044600
2024-12-02,225.67,226.3,224.54,225.32,33607300
2024-12-03,225.32,226.33,224.89,225.29,44642700
2024-12-04,225.22,225.99,224.15,224.62,47975700
2024-12-05,223.73,229.6,223.45,229.6,84373400
2024-12-06,229.6,230.99,228.65,228.93,62224000
2024-12-09,228.82,230.13,228.48,229.21,48992400
2024-12-10,229.07,230.19,228.76,229.24,45214700
2024-12-11,228.81,229.92,227.59,228.18,44472900
2024-12-12,227.99,228.94,226.92,227.99,46285800
2024-12-13,228.0,228.2,226.36,227.0,39415600
2024-12-16,226.84,227.78,225.86,227.04,35595100
2024-12-17,227.04,227.48,226.54,226.89,28224900
2024-12-18,226.55,227.53,226.13,227.43,38964400
2024-12-19,227.36,227.54,225.49,227.54,58745800
2024-12-20,227.53,227.96,226.85,227.07,45771700
2024-12-23,226.43,228.59,226.37,228.51,52889400
2024-12-24,228.13,228.86,226.56,228.36,51347300
2024-12-25,227.53,230.9,225.52,229.81,66941500
2024-12-26,229.75,230.87,228.96,229.9,40616000
2024-12-27,230.03,230.5,228.55,229.13,46742800
2024-12-30,228.88,229.34,227.13,228.14,34861200
2024-12-31,228.03,228.34,226.43,227.43,36147000
2025-01-02,227.24,228.19,225.5,227.69,30777200
2025-01-03,227.7,228.17,225.27,225.66,52480200
2025-01-06,225.08,226.15,222.35,222.95,51597000
2025-01-07,222.69,223.69,220.46,220.98,42341600
2025-01-08,220.98,222.0,219.68,221.87,37075000
2025-01-09,220.74,222.71,218.82,221.94,33975000
2025-01-10,221.71,222.58,219.4,219.49,47966900
2025-01-13,218.58,219.86,217.83,219.62,43716200
2025-01-14,219.5,220.46,217.54,218.27,30513700
2025-01-15,217.57,219.8,216.24,219.55,43179200
2025-01-16,218.97,222.24,215.6,220.84,39746400
2025-01-17,220.84,222.48,219.24,222.48,39899900
2025-01-20,222.26,223.23,220.66,221.69,39473600
2025-01-21,219.91,222.91,217.58,221.68,45181100
2025-01-22,221.68,222.42,220.4,220.67,39064800
2025-01-23,220.1,222.67,219.98,222.67,37692700
2025-01-24,221.87,223.11,219.74,223.01,36594000
2025-02-03,223.01,223.91,222.29,223.49,42756800
2025-02-04,223.29,226.61,219.7,226.61,60105700
2025-02-05,226.0,228.46,223.31,227.98,47820800
2025-02-06,226.5,229.62,225.61,229.13,44470300
2025-02-07,229.04,230.2,228.93,229.49,56146500
2025-02-10,229.51,229.6,227.94,227.97,61340500
2025-02-11,228.0,229.08,226.93,228.87,57160000
2025-02-12,228.06,229.81,226.12,229.32,45945900
2025-02-13,228.51,229.93,227.59,229.52,39948000
2025-02-14,228.7,232.91,228.7,231.22,68446700
2025-02-17,231.15,233.76,230.79,233.19,67931600
2025-02-18,232.99,236.07,232.78,235.84,71613000
2025-02-19,234.95,237.9,234.23,237.79,72349200
2025-02-20,236.84,239.3,236.84,238.02,62147800
2025-02-21,238.02,238.84,236.54,237.57,66356400
2025-02-24,235.97,238.54,235.76,238.49,59802300
2025-02-25,237.0,240.13,235.23,238.31,73298400
2025-02-26,238.19,239.59,237.89,238.6,63990500
2025-02-27,238.6,239.77,236.84,239.39,69955600
2025-02-28,239.39,240.56,238.42,239.19,62104000
2025-03-03,239.08,239.62,238.04,238.34,75218900
2025-03-04,238.34,238.39,235.44,237.35,58451300
2025-03-05,236.47,238.48,235.39,235.41,51672300
2025-03-06,235.28,238.01,234.87,238.01,71844700
2025-03-07,237.13,239.28,237.13,238.41,74458800
2025-03-10,238.41,240.81,238.32,239.5,56207700
2025-03-11,238.96,240.58,237.11,240.58,55396100
2025-03-12,240.69,242.46,240.47,241.87,69728400
2025-03-13,240.16,244.77,239.46,241.31,61855000
2025-03-14,240.8,244.22,239.44,242.73,72771700
2025-03-17,242.82,246.98,242.37,246.77,56438200
2025-03-18,246.77,250.38,246.66,247.03,47516800
2025-03-19,247.01,247.97,244.16,245.28,44876800
2025-03-20,245.24,247.17,244.14,245.77,65963900
2025-03-21,244.17,246.8,243.36,245.82,43282200
2025-03-24,245.82,246.49,243.79,246.0,49893600
2025-03-25,245.21,247.32,242.21,244.56,52952600
2025-03-26,244.29,245.3,240.66,241.33,53550000
2025-03-27,241.27,241.71,238.48,239.54,45959400
2025-03-28,239.4,240.45,237.14,238.2,54606500
2025-03-31,238.11,238.11,234.37,235.06,50565600
2025-04-01,235.01,236.5,233.2,236.42,46119800
2025-04-02,236.43,238.57,236.05,238.13,48978400
2025-04-03,237.59,237.59,219.13,220.95,144852700
2025-04-04,220.74,220.95,206.09,216.97,128469600
2025-04-08,216.97,216.97,200.4,201.04,83577700
2025-04-09,200.97,200.97,190.83,192.58,119162200
2025-04-10,192.45,208.46,191.98,208.32,50890400
2025-04-11,208.72,215.83,207.24,213.34,133585800
2025-04-14,212.5,215.87,212.43,215.0,87205800
2025-04-15,214.97,214.97,210.06,210.24,70731500
2025-04-16,209.36,211.46,208.48,209.41,53039900
2025-04-17,209.37,209.94,207.6,209.58,54320600
2025-04-18,209.58,214.79,208.53,213.1,91859400
2025-04-21,211.62,213.96,210.7,211.47,62362200
2025-04-22,211.05,211.3,199.79,207.71,119543200
2025-04-23,206.55,211.65,205.5,211.45,59646200
2025-04-24,211.14,213.32,210.47,211.07,60305500
2025-04-25,210.44,212.31,209.96,211.72,57049700
2025-04-28,211.72,212.64,210.91,211.45,40979800
2025-04-29,211.43,213.3,211.35,211.94,43683000
2025-05-05,212.57,213.48,210.9,212.81,43218347
2025-05-06,212.49,214.46,212.49,212.89,68170834
2025-05-07,212.78,213.51,211.71,213.41,61575123
2025-05-08,213.58,215.31,213.54,215.21,63846322
2025-05-09,215.37,216.03,213.19,214.13,62304579
2025-05-12,214.38,216.04,213.99,216.04,56598636
2025-05-13,217.19,219.33,216.92,217.93,113152252
2025-05-14,218.01,218.97,216.74,218.88,93182711
2025-05-15,219.18,219.99,217.16,219.28,91763635
2025-05-16,219.37,220.6,218.43,218.69,81210326
2025-05-19,218.62,218.62,217.05,217.24,62020928
2025-05-20,217.31,218.27,216.34,217.7,58764747
